Time,x_end_to_end,y_end_to_end,z_end_to_end
4299.0000,-2.814081,-8.218607,-5.402331
4300.0000,-0.512540,-7.330391,-7.427900
4301.0000,1.008811,-7.313808,-11.610360
4302.0000,-4.590430,-5.051706,-11.380738
4303.0000,-1.525518,-7.988433,-10.948879
4304.0000,1.037875,-8.287309,-9.068020
4305.0000,-0.363185,-7.083785,-10.449547
4306.0000,0.710722,-7.064267,-6.272004
4307.0000,-0.866261,-5.091350,-6.191124
4308.0000,-3.274884,-6.642809,-3.304100
4309.0000,-4.104882,-7.345864,-5.689462
4310.0000,-5.885459,-7.330780,-6.949015
4311.0000,-5.015550,-6.727918,-5.337302
4312.0000,-2.632900,-8.825033,-4.923553
4313.0000,-3.664066,-9.924666,-2.989385
4314.0000,-2.336603,-9.034774,-1.722854
4315.0000,-0.762264,-9.817339,-0.582723
4316.0000,-0.476092,-10.863787,0.224734
4317.0000,-5.112282,-10.921095,-0.901576
4318.0000,-3.669379,-13.993008,0.974792
4319.0000,0.851549,-11.547457,0.223358
4320.0000,-0.838166,-10.491875,0.203380
4321.0000,-1.717034,-14.125655,-1.454431
4322.0000,0.102981,-12.678061,3.154887
4323.0000,-1.827757,-12.535759,2.890383
4324.0000,-4.777526,-9.938837,3.815359
4325.0000,-6.629432,-12.799100,3.789926
4326.0000,-3.478877,-13.108514,4.230266
4327.0000,-3.663570,-15.662751,4.588259
4328.0000,-4.586014,-18.235507,3.072994
4329.0000,-7.641590,-18.469874,4.746521
4330.0000,-5.734229,-16.575480,6.181905
4331.0000,-3.837932,-14.198386,10.009686
4332.0000,-3.655925,-15.288901,7.634339
4333.0000,-3.475741,-16.753457,9.287067
4334.0000,-3.558519,-13.851422,9.968831
4335.0000,-4.251434,-15.966098,7.926836
4336.0000,-2.636429,-15.166611,7.741344
4337.0000,-0.200589,-15.479942,8.415000
4338.0000,-1.997075,-16.441138,7.440397
4339.0000,2.485952,-17.804062,6.834383
4340.0000,3.708295,-19.666047,6.544313
4341.0000,5.516817,-16.704125,6.809317
4342.0000,7.181283,-16.132846,4.752226
4343.0000,10.799403,-12.155562,2.970360
4344.0000,8.715287,-8.900920,5.036458
4345.0000,7.211637,-6.842384,4.815879
4346.0000,8.670949,-8.494330,2.972558
4347.0000,7.833234,-7.796687,3.738621
4348.0000,4.052202,-8.884241,-0.632791
4349.0000,4.241080,-8.183580,0.772369
4350.0000,4.345313,-9.568715,2.378516
4351.0000,0.956995,-8.628119,-0.767036
4352.0000,0.215889,-7.691084,-2.106850
4353.0000,-2.557278,-3.023285,2.371495
4354.0000,-1.629882,-3.034807,-1.589452
4355.0000,-4.243027,-4.107894,-5.074777
4356.0000,-5.063648,-5.966811,-4.134369
4357.0000,-9.511661,-7.335134,-3.586748
4358.0000,-9.625852,-12.067799,-2.915360
4359.0000,-9.489003,-11.335076,-5.218072
4360.0000,-7.986140,-6.717388,-3.181546
4361.0000,-8.164131,-12.575826,-5.094125
4362.0000,-7.770376,-11.121487,-5.578960
4363.0000,-5.504211,-13.259872,-3.822663
4364.0000,-5.996376,-15.157078,1.054959
4365.0000,-1.846584,-14.534350,0.117559
4366.0000,-2.561592,-14.732209,-1.437537
4367.0000,-3.704653,-16.229319,0.680109
4368.0000,-6.835660,-13.265748,2.535249
4369.0000,-7.023170,-16.563346,1.820550
4370.0000,-7.490489,-15.371082,2.792634
4371.0000,-8.354331,-13.127939,0.377145
4372.0000,-9.513107,-12.381677,-2.348619
4373.0000,-10.987151,-16.292351,-5.181879
4374.0000,-9.097384,-12.690707,-2.047788
4375.0000,-9.517846,-14.138975,0.290585
4376.0000,-8.497797,-10.298647,0.709421
4377.0000,-10.621988,-11.315240,-0.575177
4378.0000,-9.191645,-14.839926,-2.090748
4379.0000,-9.173221,-13.846660,-3.374434
4380.0000,-11.250563,-12.418083,-3.470422
4381.0000,-12.377967,-11.429102,-8.231574
4382.0000,-8.714750,-9.197273,-9.396839
4383.0000,-8.335065,-8.517102,-11.277669
4384.0000,-3.967339,-11.638317,-12.660292
4385.0000,-6.531940,-12.620565,-10.127418
4386.0000,-7.970773,-15.357837,-9.328909
4387.0000,-11.376799,-13.689151,-7.826913
4388.0000,-9.094472,-18.717734,-8.968289
4389.0000,-8.055150,-17.531145,-6.393506
4390.0000,-3.157788,-15.156883,-5.616917
4391.0000,-7.515330,-15.205497,-6.177331
4392.0000,-7.517848,-15.205420,-6.577491
4393.0000,-7.547422,-14.777918,-5.706195
4394.0000,-6.088777,-12.697656,-7.071603
4395.0000,-4.770989,-8.978263,-6.127494
4396.0000,-5.947970,-11.715791,-7.664400
4397.0000,-7.104749,-11.224877,-6.730208
4398.0000,-5.528948,-11.549990,-6.456109
4399.0000,-3.648570,-9.145314,-6.841213
4400.0000,-4.566598,-7.180239,-3.108457
4401.0000,-2.185640,-10.109893,-5.891385
4402.0000,-1.979800,-10.279234,-5.607160
4403.0000,2.083032,-10.809350,-3.505150
4404.0000,4.181214,-11.607039,-4.507112
4405.0000,7.123162,-8.477707,-6.600586
4406.0000,6.392092,-9.820207,-6.389745
4407.0000,4.930755,-5.263183,-5.266502
4408.0000,1.506194,-5.998284,-5.578725
4409.0000,1.312160,-7.805751,-10.022162
4410.0000,0.128242,-10.525628,-8.810495
4411.0000,-0.353260,-11.242985,-6.659600
4412.0000,-2.184921,-12.082390,-6.205948
4413.0000,-0.789458,-17.031357,-8.396379
4414.0000,1.075937,-17.345411,-8.648596
4415.0000,1.782748,-18.308154,-6.927162
4416.0000,2.599340,-18.772096,-8.569775
4417.0000,1.055219,-18.903544,-6.508541
4418.0000,-1.402197,-20.552791,-4.736111
4419.0000,-2.833727,-20.870103,-1.191777
4420.0000,-4.771244,-19.143211,-0.099845
4421.0000,-5.851987,-20.899198,-1.451538
4422.0000,-7.465213,-22.479287,-0.830356
4423.0000,-5.953728,-22.415098,-1.196778
4424.0000,-2.583175,-21.728286,1.377201
4425.0000,-2.485142,-22.362136,-0.188262
4426.0000,3.660925,-18.818482,-1.287485
4427.0000,1.630110,-20.718099,-3.591181
4428.0000,3.458499,-16.551923,-4.387803
4429.0000,1.943707,-16.388836,-4.428499
4430.0000,1.176292,-14.231158,-1.413577
4431.0000,1.524129,-14.338874,-1.328212
4432.0000,0.447989,-15.192223,0.232077
4433.0000,-1.024551,-18.944919,-0.925437
4434.0000,-3.278063,-20.852602,-2.292581
4435.0000,-4.598307,-23.094847,-1.005063
4436.0000,-5.656114,-24.588723,-0.963973
4437.0000,-7.036258,-23.585126,-0.694556
4438.0000,-10.152236,-22.624023,-1.799062
4439.0000,-8.049581,-22.079116,-0.519481
4440.0000,-6.185240,-21.818380,-0.547653
4441.0000,-6.910211,-23.726174,1.710002
4442.0000,-9.130847,-25.584373,0.951810
4443.0000,-8.234299,-25.562348,-1.234584
4444.0000,-6.643799,-22.655008,-0.205879
4445.0000,-7.720838,-22.946338,-2.754032
4446.0000,-7.342731,-22.790258,-3.148227
4447.0000,-3.402246,-22.871240,-5.113303
4448.0000,-3.975615,-23.400233,-4.459027
4449.0000,1.877670,-19.887160,-3.114098
4450.0000,1.146138,-20.983820,0.377193
4451.0000,0.802439,-19.756988,2.325020
4452.0000,2.192411,-18.129924,-0.094060
4453.0000,0.553339,-18.037529,0.749189
4454.0000,5.272000,-16.210705,0.145876
4455.0000,2.325381,-13.365460,-0.251490
4456.0000,0.722317,-13.441523,-0.850691
4457.0000,1.482840,-13.594990,-2.400035
4458.0000,1.999423,-14.712634,-2.369827
4459.0000,0.044169,-15.185496,-1.695199
4460.0000,0.489675,-16.047807,-5.785449
4461.0000,-2.829890,-16.043735,-8.919698
4462.0000,-1.064540,-15.962068,-8.805141
4463.0000,0.164197,-16.482383,-7.942536
4464.0000,0.915098,-18.545304,-5.573481
4465.0000,-1.969294,-18.034350,-1.348746
4466.0000,-0.154800,-19.205052,-0.708516
4467.0000,2.713658,-18.283592,-1.030331
4468.0000,1.974879,-17.968979,-5.715357
4469.0000,4.827283,-16.112835,-4.915253
4470.0000,8.830456,-13.061457,-0.940352
4471.0000,8.487210,-12.320620,-1.474698
4472.0000,9.271267,-11.341225,0.645810
4473.0000,7.636102,-13.548001,-1.536646
4474.0000,7.327253,-14.406140,-2.038457
4475.0000,6.133338,-13.462464,-1.992145
4476.0000,7.771137,-12.640374,-0.990647
4477.0000,8.866225,-17.174581,0.418433
4478.0000,8.731031,-13.761270,-0.182643
4479.0000,12.676578,-12.802098,-2.478282
4480.0000,12.126072,-12.492283,-1.770045
4481.0000,13.065161,-11.834563,0.667913
4482.0000,8.777288,-15.100128,-0.363656
4483.0000,7.013191,-21.335721,-0.024865
4484.0000,6.186354,-22.393753,4.616624
4485.0000,7.368026,-20.231239,6.670218
4486.0000,8.692603,-24.212391,6.918283
4487.0000,10.078784,-21.740506,6.001042
4488.0000,7.848616,-22.029533,4.356948
4489.0000,5.689335,-22.019994,4.593303
4490.0000,6.123890,-21.565723,4.962267
4491.0000,5.110125,-19.420897,0.898157
4492.0000,2.912998,-20.300867,-0.332151
4493.0000,1.704431,-19.017699,-1.088672
4494.0000,2.376014,-17.295760,1.360967
4495.0000,6.847536,-17.789087,-1.167614
4496.0000,9.355653,-16.278673,-4.842479
4497.0000,6.981556,-15.224486,-2.940218
4498.0000,5.636045,-19.868784,-3.594050
4499.0000,7.021003,-18.019001,-5.123713
4500.0000,7.037629,-20.863662,-3.945899
4501.0000,7.181024,-22.174481,0.292433
4502.0000,5.562790,-20.378370,6.164019
4503.0000,6.143622,-23.061506,7.093362
4504.0000,8.139675,-21.785349,8.451281
4505.0000,5.737319,-20.322972,12.986917
4506.0000,7.809690,-20.468482,12.887914
4507.0000,7.792002,-17.500857,11.395174
4508.0000,9.322845,-17.697301,10.798401
4509.0000,6.023513,-17.474831,11.181844
4510.0000,7.849955,-15.673038,12.496375
4511.0000,9.052148,-15.677898,12.434515
4512.0000,10.599143,-14.110432,13.755057
4513.0000,7.760430,-12.899606,11.777082
4514.0000,6.136230,-12.539911,12.277553
4515.0000,5.548701,-13.864539,11.704865
4516.0000,9.161968,-10.570042,8.974503
4517.0000,6.627804,-9.068716,12.573822
4518.0000,4.401308,-4.357261,10.726975
4519.0000,1.024241,-6.473658,10.868606
4520.0000,3.107530,-2.122331,14.876914
4521.0000,6.179515,-3.500844,14.570238
4522.0000,5.980953,-1.270281,12.767625
4523.0000,7.746464,-2.303016,9.958239
4524.0000,7.486961,-2.264601,10.484904
4525.0000,5.929153,0.060168,7.443463
4526.0000,5.928554,0.118022,3.658656
4527.0000,4.119255,1.807663,9.229042
4528.0000,3.473746,1.176876,7.751976
4529.0000,1.727705,2.597941,4.289387
4530.0000,2.759410,2.432783,4.129577
4531.0000,2.422467,2.436430,7.833803
4532.0000,2.055314,3.825281,6.250163
4533.0000,1.217536,2.872497,7.919945
4534.0000,2.161422,0.287582,8.883046
4535.0000,1.554001,-1.961499,10.342394
4536.0000,0.521212,-2.611078,11.691707
4537.0000,1.012226,-7.149634,12.572520
4538.0000,2.407861,-9.304077,11.853672
4539.0000,2.554717,-10.186456,15.189725
4540.0000,0.919736,-11.030728,15.887074
4541.0000,0.408565,-9.051827,16.250277
4542.0000,1.097892,-8.499068,16.970663
4543.0000,1.243253,-8.604596,14.064571
4544.0000,3.045681,-10.485455,14.226153
4545.0000,3.164505,-8.308881,10.730042
4546.0000,-1.175085,-10.105984,9.151373
4547.0000,-2.645743,-11.350471,9.208825
4548.0000,-1.343184,-10.570444,8.539114
4549.0000,-0.527329,-10.137478,8.836230
4550.0000,0.789393,-7.287936,14.363322
4551.0000,3.022981,-4.781192,17.325828
4552.0000,5.021436,-5.754616,15.515091
4553.0000,7.872628,-7.869525,13.590506
4554.0000,6.666472,-10.282016,14.040412
4555.0000,4.816152,-11.274934,11.938646
4556.0000,2.069746,-11.733256,13.191518
4557.0000,2.093205,-15.318675,11.776470
4558.0000,1.316660,-16.103711,12.823689
4559.0000,0.768346,-15.670391,8.760817
4560.0000,1.207676,-16.878096,10.349599
4561.0000,3.207651,-16.295299,9.462623
4562.0000,2.398570,-16.698024,9.012584
4563.0000,3.580139,-19.454474,7.938722
4564.0000,4.178464,-19.815450,8.389839
4565.0000,7.923040,-15.525011,10.098864
4566.0000,3.945664,-17.741422,5.995790
4567.0000,6.654238,-16.991003,5.711191
4568.0000,8.744028,-14.629713,4.092169
4569.0000,7.560201,-12.381955,2.627693
4570.0000,4.961851,-15.667774,0.904055
4571.0000,5.170206,-13.357120,2.416329
4572.0000,10.047564,-10.971020,2.667639
4573.0000,10.839903,-6.884532,2.516518
4574.0000,9.093383,-7.846886,3.726820
4575.0000,7.845678,-5.961269,5.114339
4576.0000,8.257481,-7.245412,6.322984
4577.0000,8.693644,-9.007432,4.806699
4578.0000,8.448432,-9.423201,4.515063
4579.0000,4.795535,-5.891922,5.516841
4580.0000,0.819583,-2.865183,5.643015
4581.0000,1.109894,-3.108334,4.622018
4582.0000,-0.885412,-5.029295,4.603813
4583.0000,-2.841955,-4.751931,7.838946
4584.0000,-3.104776,-5.108166,8.919872
4585.0000,-1.954661,-6.989983,10.298615
4586.0000,-2.945981,-10.226101,7.989402
4587.0000,-3.612399,-10.612379,7.087584
4588.0000,-2.235953,-9.042742,5.991253
4589.0000,-5.967281,-11.382518,5.849119
4590.0000,-7.321138,-10.843771,8.099324
4591.0000,-5.921264,-12.134121,4.661596
4592.0000,-4.173440,-11.383637,4.872291
4593.0000,-6.327914,-11.399440,6.473816
4594.0000,-8.190286,-11.935651,5.686103
4595.0000,-7.155460,-12.498025,5.134577
4596.0000,-8.588723,-10.336972,6.053822
4597.0000,-10.474220,-6.213797,4.797587
4598.0000,-11.537820,-10.190230,7.190754
4599.0000,-12.941384,-10.450444,5.057823
4600.0000,-9.908330,-7.343839,3.908450
4601.0000,-10.107224,-7.232232,3.412413
4602.0000,-7.966705,-9.017659,0.592629
4603.0000,-6.612200,-12.054238,2.691307
4604.0000,-9.849460,-13.454981,4.159421
4605.0000,-12.384218,-12.656433,5.773665
4606.0000,-14.540164,-13.081706,4.892222
4607.0000,-13.135914,-11.553172,5.769201
4608.0000,-13.055382,-11.097593,6.962939
4609.0000,-14.545573,-13.470462,6.180734
4610.0000,-15.234306,-17.526734,6.757763
4611.0000,-16.421521,-15.915177,5.088834
4612.0000,-17.163563,-18.145335,3.774301
4613.0000,-14.803552,-16.419837,3.371380
4614.0000,-16.013204,-17.168250,2.365843
4615.0000,-15.756729,-17.056274,2.749720
4616.0000,-15.365486,-14.548620,2.531349
4617.0000,-16.187884,-17.690127,1.709350
4618.0000,-15.624642,-14.366601,-1.212289
4619.0000,-14.539554,-12.680645,-4.487283
4620.0000,-15.270124,-10.988768,-1.716126
4621.0000,-16.918995,-7.908921,-2.117658
4622.0000,-12.529364,-7.445985,-5.479000
4623.0000,-10.395266,-6.574925,-3.370258
4624.0000,-8.441434,-7.447513,-1.793867
4625.0000,-6.578921,-8.441077,-2.474426
4626.0000,-6.048318,-8.353228,-1.104267
4627.0000,-5.198973,-6.241901,-2.540113
4628.0000,-4.915301,-9.389009,-1.062825
4629.0000,-3.941174,-7.864209,-1.843308
4630.0000,-6.825815,-5.015772,-2.235955
4631.0000,-3.409478,-5.860131,-3.261420
4632.0000,0.673947,-6.515930,-1.015098
4633.0000,1.387832,-7.862462,0.547076
4634.0000,-0.463231,-5.405854,-0.316331
4635.0000,-0.327214,-5.735478,-1.321224
4636.0000,-1.442541,-5.379470,1.431718
4637.0000,-1.097174,-3.472020,0.975573
4638.0000,-0.326903,-5.260027,2.297776
4639.0000,1.325724,-4.600155,1.903418
4640.0000,0.854940,-2.572348,4.411679
4641.0000,-2.499993,-3.698212,6.362537
4642.0000,-3.444805,-1.124293,5.219067
4643.0000,-5.713582,-5.885791,3.396518
4644.0000,-6.867805,-5.945896,1.584269
4645.0000,-3.509514,-6.613600,0.629889
4646.0000,-2.380100,-8.037190,1.587172
4647.0000,-1.773612,-8.676471,3.243136
4648.0000,-3.730116,-7.320580,2.277468
4649.0000,-4.255332,-6.484768,2.247975
4650.0000,-4.475111,-3.119522,2.660076
4651.0000,-4.661503,-3.012629,-0.094309
4652.0000,0.910388,-1.019800,-2.022896
4653.0000,-1.258125,-1.263378,-2.704184
4654.0000,-2.395883,0.642702,-1.525090
4655.0000,-4.930425,1.072551,-1.933879
4656.0000,-6.664102,-1.511811,0.201363
4657.0000,-6.239783,-2.601065,-0.842020
4658.0000,-5.586265,-2.212639,-5.706732
4659.0000,-6.013914,1.403352,-5.713884
4660.0000,-7.297671,2.088678,-5.682751
4661.0000,-5.531282,1.567398,-3.841967
4662.0000,-5.405619,-3.135931,-6.438939
4663.0000,-8.799199,-1.949901,-7.124155
4664.0000,-7.872595,-0.984146,-3.192757
4665.0000,-7.221258,-0.615835,-5.382462
4666.0000,-6.937336,-3.186255,-5.107662
4667.0000,-3.651960,-4.890728,-6.150375
4668.0000,-6.305758,-7.516424,-4.922101
4669.0000,-5.386538,-8.480692,-5.443804
4670.0000,-4.389699,-10.680944,-5.837464
4671.0000,-5.417492,-12.171809,-6.135319
4672.0000,-3.606895,-11.769893,-6.117810
4673.0000,-2.727533,-11.653044,-6.751811
4674.0000,-2.250385,-11.468325,-3.110045
4675.0000,1.716805,-11.756722,-3.053543
4676.0000,-1.942901,-13.555532,-2.819687
4677.0000,-2.587665,-13.815667,-1.383717
4678.0000,-2.190673,-13.605767,-1.478187
4679.0000,-2.203543,-10.640979,-0.139137
4680.0000,-2.123452,-9.015304,0.596597
4681.0000,0.540327,-9.461786,-2.721392
4682.0000,-0.596344,-9.479653,-0.272999
4683.0000,2.010591,-4.701624,-0.806968
4684.0000,0.820233,-6.245027,1.449267
4685.0000,-0.822025,-7.209698,0.232422
4686.0000,-0.754175,-7.069725,-0.784191
4687.0000,2.856561,-6.067839,3.127049
4688.0000,4.186835,-2.283968,4.468204
4689.0000,4.377834,-1.533931,7.407805
4690.0000,3.203004,-2.550916,8.382905
4691.0000,-0.193857,-4.346016,10.004200
4692.0000,0.652705,-5.857207,8.162927
4693.0000,-2.349794,-3.428505,4.702769
4694.0000,0.392734,-6.583887,6.101213
4695.0000,3.599305,-7.681514,4.798666
4696.0000,1.677360,-6.428759,8.449723
4697.0000,3.492390,-7.089528,5.569185
4698.0000,0.715331,-6.266035,6.494454
4699.0000,-0.926344,-11.850300,3.423332
4700.0000,-0.593075,-11.042966,6.677705
4701.0000,-1.784095,-10.970006,7.220516
4702.0000,2.350910,-11.918077,8.915151
4703.0000,2.448695,-13.146759,10.845526
4704.0000,3.936760,-13.752341,8.523427
4705.0000,1.223198,-13.559370,7.407350
4706.0000,-0.106942,-14.542760,6.748049
4707.0000,3.402849,-14.717987,9.855580
4708.0000,2.002188,-15.035609,10.899081
4709.0000,3.653993,-13.457615,10.240945
4710.0000,4.133781,-9.680962,8.813940
4711.0000,3.611696,-10.621515,11.097460
4712.0000,2.560487,-13.414095,10.006967
4713.0000,4.557133,-14.966597,8.735209
4714.0000,1.881378,-15.765263,10.153610
4715.0000,2.273678,-16.798957,10.206757
4716.0000,0.169655,-14.784426,7.291827
4717.0000,-1.679848,-13.805167,5.406862
4718.0000,-2.981080,-14.497330,5.032677
4719.0000,-2.974516,-14.373694,4.455282
4720.0000,-4.467075,-11.088587,5.277381
4721.0000,-5.227405,-10.510074,6.741487
4722.0000,-4.266855,-11.578026,7.947929
4723.0000,-6.198642,-14.512931,4.152687
4724.0000,-5.505729,-13.618441,8.522526
4725.0000,-1.352071,-13.463447,6.970106
4726.0000,-1.065665,-15.713636,8.397164
4727.0000,-3.414282,-14.283642,6.202888
4728.0000,-5.922797,-14.448677,6.010350
4729.0000,-9.495138,-11.930446,4.783543
4730.0000,-11.309792,-15.040815,4.713912
4731.0000,-9.251840,-14.570656,5.789821
4732.0000,-9.451762,-13.871163,9.067057
4733.0000,-7.396442,-15.533577,12.953355
4734.0000,-8.461854,-19.504641,11.810576
4735.0000,-6.652529,-22.425290,10.506566
4736.0000,-4.903879,-19.568089,7.964385
4737.0000,-6.718012,-17.743807,9.363117
4738.0000,-3.836355,-17.363589,7.398186
4739.0000,-4.733851,-18.317263,6.865152
4740.0000,-4.181436,-17.177543,3.323770
4741.0000,-5.965919,-15.831905,6.897403
4742.0000,-6.015496,-15.005187,8.408900
4743.0000,-6.218603,-15.404099,6.643054
4744.0000,-7.983006,-14.766985,7.853133
4745.0000,-6.683341,-14.800337,5.932129
4746.0000,-7.064252,-14.806897,4.982529
4747.0000,-10.193954,-13.897157,3.879851
4748.0000,-10.516495,-14.641676,0.030624
4749.0000,-9.237263,-13.243199,-0.229424
4750.0000,-8.072808,-13.964240,0.121419
4751.0000,-10.263156,-13.100415,2.959115
4752.0000,-10.284290,-11.798621,2.318541
4753.0000,-8.568753,-11.105347,4.013815
4754.0000,-8.528059,-11.021117,3.212324
4755.0000,-7.360156,-10.781693,6.039200
4756.0000,-5.337058,-9.446083,3.121172
4757.0000,-4.561671,-8.105438,4.461939
4758.0000,-2.241110,-6.790331,7.166280
4759.0000,-0.882940,-8.292719,5.080131
4760.0000,-2.458832,-8.023005,1.153200
4761.0000,-5.782064,-9.291245,-0.250428
4762.0000,-5.625360,-12.823914,-1.845883
4763.0000,-8.162930,-14.611226,-2.810305
4764.0000,-7.917599,-15.395470,-4.749826
4765.0000,-10.025859,-16.411487,-3.044029
4766.0000,-6.848777,-12.020808,-0.307609
4767.0000,-7.805834,-8.174769,1.069535
4768.0000,-7.549224,-9.467909,-0.760917
4769.0000,-8.830780,-9.979385,0.145493
4770.0000,-5.872686,-5.932450,0.323898
4771.0000,-4.754544,-6.454689,2.821764
4772.0000,-5.523796,-10.094895,2.433327
4773.0000,-9.466190,-6.281882,5.498294
4774.0000,-5.995557,-5.127662,4.723000
4775.0000,-7.455582,-4.771702,3.002707
4776.0000,-6.780300,-4.102696,3.860261
4777.0000,-2.177986,-4.822435,2.677391
4778.0000,-1.783574,-6.101083,2.420385
4779.0000,0.418091,-6.709033,0.139710
4780.0000,-0.838565,-3.302844,1.857093
4781.0000,1.764235,-0.984838,2.955233
4782.0000,-0.413333,-2.839951,4.330337
4783.0000,1.191603,-2.434259,0.260023
4784.0000,-0.411760,-3.122091,-0.729002
4785.0000,-1.986399,-5.683506,1.050308
4786.0000,-3.582260,-8.842636,-0.320386
4787.0000,-4.411178,-11.662808,-1.113853
4788.0000,-3.730420,-11.081988,-1.684592
4789.0000,-4.999434,-11.012301,-3.838141
4790.0000,-4.781615,-5.900634,-2.813601
4791.0000,-4.016744,-4.789288,-6.531926
4792.0000,-3.671361,-4.137433,-8.567435
4793.0000,-5.620389,-5.749597,-12.452330
4794.0000,-7.172727,-4.002403,-11.045185
4795.0000,-9.551553,-2.812120,-12.648961
4796.0000,-8.821939,-0.809011,-15.738011
4797.0000,-7.243038,-4.223685,-16.245006
4798.0000,-9.138446,-5.745106,-16.130116
4799.0000,-6.664213,-2.864195,-19.097041
4800.0000,-6.699297,-7.758927,-16.469266
4801.0000,-5.560339,-4.563257,-13.346350
4802.0000,-0.812684,-3.584492,-15.294836
4803.0000,-1.368108,-3.769189,-16.447230
4804.0000,-3.495645,-8.745618,-18.164931
4805.0000,-3.338357,-9.317676,-15.778659
4806.0000,-3.032995,-8.977620,-14.899221
4807.0000,-3.286119,-8.017119,-16.702106
4808.0000,-1.650635,-4.636771,-14.707058
4809.0000,2.643507,-2.534403,-14.059407
4810.0000,3.727409,2.028914,-10.984406
4811.0000,3.254524,2.641820,-10.695225
4812.0000,2.167255,4.816224,-7.464250
4813.0000,0.888496,5.655402,-7.271696
4814.0000,2.021323,5.771921,-6.328122
4815.0000,1.366422,0.085069,-9.792347
4816.0000,-1.069023,-1.972224,-8.962179
4817.0000,-1.807294,0.032624,-6.364559
4818.0000,-0.380164,-1.466912,-5.925973
4819.0000,-0.500175,-1.841024,-7.139915
4820.0000,-0.023376,-2.304165,-7.219801
4821.0000,-1.755774,-4.564448,-8.402311
4822.0000,-1.312477,-2.502559,-9.916854
4823.0000,-0.910670,-5.174839,-10.557901
4824.0000,-1.610094,-6.420714,-12.554620
4825.0000,-1.959430,-4.812265,-15.416005
4826.0000,-3.255627,-5.787536,-19.265193
4827.0000,-4.958248,-5.962536,-16.680836
4828.0000,-6.107768,-7.506965,-14.792811
4829.0000,-3.444104,-7.520977,-17.470295
4830.0000,-4.936726,-5.122614,-15.655450
4831.0000,-3.692617,-4.537653,-14.696345
4832.0000,-5.999827,-5.904863,-16.423506
4833.0000,-4.849878,-5.781252,-14.720577
4834.0000,-4.447376,-6.198752,-16.380743
4835.0000,-4.379644,-10.061218,-16.375027
4836.0000,-1.120627,-10.133858,-16.567430
4837.0000,-4.798821,-11.245472,-17.019858
4838.0000,-6.550415,-7.515373,-14.350815
4839.0000,-6.045782,-7.377578,-16.257621
4840.0000,-3.649549,-8.048499,-16.825449
4841.0000,-3.825366,-7.989401,-18.322698
4842.0000,-4.602317,-7.386562,-20.163799
4843.0000,-4.983727,-7.037003,-18.710454
4844.0000,-3.117485,-6.650519,-23.026787
4845.0000,-1.830480,-7.623690,-23.415045
4846.0000,1.770398,-5.855141,-23.182214
4847.0000,2.966098,-9.040895,-21.997061
4848.0000,3.277086,-8.503014,-22.303216
4849.0000,2.416990,-7.791976,-20.062481
4850.0000,4.231100,-8.713807,-17.775729
4851.0000,5.079680,-12.110951,-17.720298
4852.0000,5.704825,-7.325326,-17.464849
4853.0000,3.889433,-8.931637,-16.089264
4854.0000,4.281709,-6.752760,-16.546249
4855.0000,0.844884,-9.047557,-15.331820
4856.0000,1.786745,-8.437435,-14.921153
4857.0000,-1.419196,-4.769901,-15.110345
4858.0000,-1.225808,-5.583796,-11.689033
4859.0000,-1.922539,-6.284199,-12.000117
4860.0000,-1.049196,-1.353288,-11.488318
4861.0000,-1.632900,-4.808200,-8.668097
4862.0000,-1.051678,-4.668090,-5.913333
4863.0000,1.516677,-3.486997,-8.027587
4864.0000,5.665316,-3.630044,-5.990529
4865.0000,6.506923,-4.279366,-4.852052
4866.0000,11.163738,-1.730476,-6.588635
4867.0000,12.080925,-3.968216,-5.242264
4868.0000,13.626194,-3.274992,-6.259797
4869.0000,15.770141,-3.513967,-6.434897
4870.0000,17.425804,-4.581988,-8.929346
4871.0000,17.218452,-5.056549,-8.201633
4872.0000,16.123691,-5.410996,-10.103963
4873.0000,20.678836,-3.121685,-7.647560
4874.0000,23.904567,-3.274436,-9.274379
4875.0000,21.459405,-2.829943,-8.667469
4876.0000,24.412881,-0.964132,-8.719762
4877.0000,22.786762,0.101055,-10.774899
4878.0000,22.722692,-1.355066,-13.014951
4879.0000,22.419682,0.628458,-14.336040
4880.0000,24.846558,0.862111,-16.399078
4881.0000,23.236075,3.178294,-17.507432
4882.0000,23.464595,9.221317,-19.420510
4883.0000,20.542997,10.690860,-18.845278
4884.0000,20.586654,10.789050,-18.274512
4885.0000,21.355284,11.105825,-18.038001
4886.0000,17.380823,9.972031,-18.196294
4887.0000,16.133579,6.659673,-19.196958
4888.0000,12.108009,10.235567,-19.731459
4889.0000,12.038871,10.450754,-21.193137
4890.0000,13.779587,9.165923,-21.407675
4891.0000,18.572955,12.622526,-18.068478
4892.0000,19.456958,14.154755,-21.729100
4893.0000,20.254029,13.173067,-24.332163
4894.0000,17.146072,15.338673,-25.446870
4895.0000,17.100366,16.414330,-28.125912
4896.0000,16.361771,19.967313,-28.647623
4897.0000,15.988599,20.066164,-25.732438
4898.0000,13.300050,22.788957,-28.089710
4899.0000,14.098855,20.385955,-29.443983
4900.0000,15.281751,21.225449,-27.990068
4901.0000,15.109467,20.179879,-28.596105
4902.0000,16.768092,18.261888,-28.486945
4903.0000,14.732062,17.774220,-26.758306
4904.0000,16.206377,19.268943,-25.664789
4905.0000,15.227077,20.679399,-23.854706
